"Species","Dataset","L.Occ","R.Occ","Fire.Included","Type","Rsquared","Intercept","Elevation.m","Elevation.m2","Data.Type.nofi","Data.Type.Elevation.m.nofi","Data.Type.Elevation.m2.nofi","Resurvey.Burned.fi","Resurvey.Unburned.fi","Elevation.m.Res.Burn.fi","Elevation.m.Res.Unburn.fi","Elevation.m2.Res.Burn.fi","Elevation.m2.Res.Unburn.fi"
"TRBO",81,10,23,"No","Unavg",0.177103492124132,-4.85303455003431,NA,NA,0.914802473141748,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",81,95,113,"Yes","Unavg",0.105498875416768,-1.27614824851594,11.9628347083117,-23.7789205385602,NA,NA,NA,-1.63150868451203,0.360204165334331,46.5561062581774,-7.76273217536532,NA,NA
"VASI",81,24,24,"No","Unavg",0.167309643004636,-11.0235991322449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",82,72,57,"No","Unavg",0.247701829016866,-2.27271719908785,NA,NA,-0.340735607786073,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",82,15,12,"No","Unavg",0.0626186517192765,-4.2265123266022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",82,10,22,"Yes","Unavg",0.140063203614357,-3.6687749680583,-11.9688011114786,NA,NA,NA,NA,2.60958255822506,0.0764814842404925,-3.06610530077815,35.0176760614962,NA,NA
"AMAL",82,42,45,"No","Unavg",0.110463373848603,-2.76898472697004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",82,42,27,"Yes","Unavg",0.0517166681322424,-2.27751572451117,-21.4695780201918,-8.73753602634744,NA,NA,NA,0.332150067583797,-0.418965590205391,2.37216909551557,22.9209816282958,NA,NA
"ATFI",82,24,28,"No","Unavg",0.0776341100549237,-1.59553641553132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",82,32,28,"No","Unavg",0.385132539263588,-30.3559908285532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",82,33,21,"Yes","Unavg",0.0545802523152215,-2.49713149855439,-13.0605151672131,-15.5639220133707,NA,NA,NA,0.664768930657633,-0.68579178162196,NA,NA,NA,NA
"CEVE",82,26,19,"Yes","Unavg",0.112356257297274,-2.84688274914017,-11.165881734528,-22.4645696563766,NA,NA,NA,1.79687944656729,-0.924917668622456,NA,NA,NA,NA
"CHUM",82,61,49,"No","Unavg",0.164260138282972,-4.37362801916952,NA,NA,0.37906844813127,NA,NA,NA,NA,NA,NA,NA,NA
"CLUN",82,44,53,"No","Unavg",0.147060777259313,-7.6284736825254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",82,20,25,"No","Unavg",0.109743906143136,-4.0263801329136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",82,18,28,"Yes","Unavg",0.0908334832466572,-3.03852834259312,-2.58107278179508,-10.9582010994237,NA,NA,NA,2.42979741222521,-0.023531818742272,NA,NA,NA,NA
"GAOV",82,11,7,"No","Unavg",0.108244986298316,-14.102939155509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",82,21,22,"No","Unavg",0.200799590136623,-0.891790709897901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",82,20,39,"No","Unavg",0.13303767978443,-4.58896359388175,NA,NA,1.67183736139001,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",82,17,22,"No","Unavg",0.06018937253751,-4.22329229204313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",82,12,10,"No","Unavg",0.06275609220125,-2.52425472789416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",82,17,11,"No","Unavg",0.147836150422756,-5.19798407366731,-84.1647161588121,-26.4578625358911,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIBO",82,48,69,"No","Unavg",0.216495728820708,-5.37742897066598,NA,NA,0.511907466891231,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",82,61,60,"No","Unavg",0.263252327374615,-4.2091861070534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",82,26,12,"No","Unavg",0.0374297832239335,-5.32374210363255,NA,NA,-0.81576252620984,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",82,29,13,"No","Unavg",0.141185773494919,-0.476694350705116,NA,NA,-7.57460231504828,NA,NA,NA,NA,NA,NA,NA,NA
"PAMY",82,127,101,"Yes","Unavg",0.0505547490940231,-0.70909179138879,-10.645785046984,-12.0615777434161,NA,NA,NA,0.459663675343921,-0.437492191778178,NA,NA,NA,NA
"POMU",82,20,10,"No","Unavg",0.241708125725719,0.87785620426622,NA,NA,-0.798578498109928,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",82,47,20,"No","Unavg",0.103505663027724,-2.63371609996068,NA,NA,-0.964582341511004,NA,NA,NA,NA,NA,NA,NA,NA
"RULA",82,18,11,"No","Unavg",0.180472522366021,-23.8548200016547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",82,33,20,"No","Unavg",0.109014042094637,-5.57685738234003,NA,NA,-0.555464000010989,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",82,23,22,"No","Unavg",0.0400059036323381,-7.05590903001722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",82,15,22,"No","Unavg",0.0592599020721291,-2.06022529694919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",82,48,24,"No","Unavg",0.144887798577924,-10.3556624871841,NA,NA,-0.818750001694155,NA,NA,NA,NA,NA,NA,NA,NA
"SPBE",82,17,31,"No","Unavg",0.110855317166064,-3.65323631652782,NA,NA,0.670635346165258,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",82,34,39,"No","Unavg",0.0410737403743421,-1.52670108282654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",82,10,22,"No","Unavg",0.193062436010381,-5.28666318851654,NA,NA,1.92672019561636,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",82,95,113,"Yes","Unavg",0.092972436639402,-1.24023235823346,11.4841054281784,-21.226531689469,NA,NA,NA,-1.52981164377566,0.338313437491901,48.5904332868535,-6.58272821701584,NA,NA
"VASI",82,24,23,"No","Unavg",0.177507600433247,-11.1036059133272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",83,72,61,"No","Unavg",0.251194415029336,-2.53489348326017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",83,15,13,"No","Unavg",0.0617824065731635,-4.60897503152427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",83,10,17,"Yes","Unavg",0.138667018569378,-3.6687749680583,-11.9688011114787,NA,NA,NA,NA,2.37626008114186,-0.699413323787191,13.5730785666166,49.2837509878099,NA,NA
"AMAL",83,42,43,"No","Unavg",0.109913661021665,-2.9051265524737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",83,42,26,"Yes","Unavg",0.0522418896972725,-2.26680784011943,-20.9922546032926,-7.97468760800783,NA,NA,NA,0.322538280052948,-0.472563477351599,2.28783844418394,19.1864494489086,NA,NA
"ATFI",83,24,29,"No","Unavg",0.0754117589187718,-1.59244937514982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",83,32,31,"No","Unavg",0.388646006607933,-27.9717247150271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",83,33,18,"Yes","Unavg",0.0564514119387857,-2.4978771659958,-13.775503797498,-15.0363979575165,NA,NA,NA,0.393119613916859,-0.826274303709891,NA,NA,NA,NA
"CEVE",83,26,19,"Yes","Unavg",0.113489872416591,-2.85550697020512,-11.8040679553612,-22.7233664374929,NA,NA,NA,1.80056654396358,-0.925206003215246,NA,NA,NA,NA
"CHUM",83,61,49,"No","Unavg",0.157060228350094,-3.97054792899392,NA,NA,0.300347136654473,NA,NA,NA,NA,NA,NA,NA,NA
"CLUN",83,44,53,"No","Unavg",0.143826270350728,-7.29324402160948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",83,20,25,"No","Unavg",0.110028546500872,-3.62214115818837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",83,18,28,"Yes","Unavg",0.107720832253795,-3.05273377261864,-0.145673451965616,-12.3691290501843,NA,NA,NA,2.58056354450808,-0.0929570398173064,NA,NA,NA,NA
"GAOV",83,11,5,"No","Unavg",0.118070036965109,-13.858677565628,NA,NA,-0.817200770229626,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",83,21,22,"No","Unavg",0.185449867946296,-1.01248863111486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",83,20,42,"No","Unavg",0.114005395542857,-5.38204413865015,NA,NA,0.847514144989877,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",83,17,24,"No","Unavg",0.0605825703190565,-4.36778770958621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",83,12,11,"No","Unavg",0.0676425709631615,-2.44271787432822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",83,17,10,"No","Unavg",0.171550388587677,-4.47758330650514,-67.5083375457598,-21.8871108152185,-2.2933624945184,-46.128122215431,NA,NA,NA,NA,NA,NA,NA
"LIBO",83,48,66,"No","Unavg",0.211547680577492,-5.05724718526565,NA,NA,0.445601703171832,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",83,61,55,"No","Unavg",0.254100543218098,-4.17053014411456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",83,26,13,"No","Unavg",0.0288902927737738,-4.85436604449533,NA,NA,-0.731042280855519,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",83,29,12,"No","Unavg",0.142304426996261,-0.47669435070513,NA,NA,-7.2242516515838,NA,NA,NA,NA,NA,NA,NA,NA
"PAMY",83,127,100,"Yes","Unavg",0.0439175022802553,-0.698439515726705,-10.0447522924538,-10.7157586386258,NA,NA,NA,0.317384239653004,-0.433420726650642,NA,NA,NA,NA
"POMU",83,20,9,"No","Unavg",0.212118363843226,0.476383985541531,NA,NA,-0.89558523378058,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",83,47,20,"No","Unavg",0.108883252900479,-2.73655773864983,NA,NA,-0.966794120642162,NA,NA,NA,NA,NA,NA,NA,NA
"RULA",83,18,12,"No","Unavg",0.184281055765908,-24.2191406357959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",83,33,20,"No","Unavg",0.109154544413995,-5.52981207626086,NA,NA,-0.555484770437355,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",83,23,23,"No","Unavg",0.0407770469691892,-7.08833366175593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",83,15,19,"No","Unavg",0.0508567327042467,-2.21007190915862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",83,48,20,"No","Unavg",0.145447485658572,-9.92331346683779,NA,NA,-1.01746231358296,NA,NA,NA,NA,NA,NA,NA,NA
"SPBE",83,17,33,"No","Unavg",0.119503707611769,-3.94996346399283,NA,NA,0.744068051363285,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",83,34,38,"No","Unavg",0.0479993666216225,-1.48479565006557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",83,10,25,"No","Unavg",0.186935957578707,-1.96497399364683,NA,NA,1.0183047538263,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",83,95,115,"Yes","Unavg",0.10558252725552,-1.27009591024244,11.8847715480914,-23.3627600881068,NA,NA,NA,-1.60693856209405,0.371148843332057,51.6543841966877,-6.07960521895157,NA,NA
"VASI",83,24,26,"No","Unavg",0.170156781523376,-11.5215531395657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",84,72,63,"No","Unavg",0.25200875156361,-2.56686246156586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",84,15,12,"No","Unavg",0.0601894663315098,-4.24965600429775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",84,10,19,"Yes","Unavg",0.123961868210417,-3.6687749680583,-11.9688011114786,NA,NA,NA,NA,2.5317317474426,-0.131182804720424,6.85801594966732,35.563572292499,NA,NA
"AMAL",84,42,41,"No","Unavg",0.113882086621124,-3.13235693560022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",84,42,27,"Yes","Unavg",0.0551909177894189,-2.28128084000819,-21.6342438432646,-8.99678937936382,NA,NA,NA,0.653098960824332,-0.469771222599312,8.49848631413366,24.116791888474,NA,NA
"ATFI",84,24,31,"No","Unavg",0.0782455495246036,-1.53661473634567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",84,32,32,"No","Unavg",0.398945895599948,-29.827678388423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",84,33,21,"Yes","Unavg",0.050572050310968,-2.50507083347741,-13.56685097232,-15.8326413338056,NA,NA,NA,0.402033156964034,-0.62168965296913,NA,NA,NA,NA
"CEVE",84,26,20,"Yes","Unavg",0.128832880884812,-2.89743108186977,-13.1011669616305,-24.6197632882159,NA,NA,NA,1.99105882944289,-0.927694872187946,NA,NA,NA,NA
"CHUM",84,61,48,"No","Unavg",0.171288502720962,-4.67875973466005,NA,NA,0.475778735233105,NA,NA,NA,NA,NA,NA,NA,NA
"CLUN",84,44,48,"No","Unavg",0.14880622448761,-8.0307920342324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",84,20,22,"No","Unavg",0.0991825810574835,-4.02231853401813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",84,18,29,"Yes","Unavg",0.102814322882568,-3.10716106953001,-3.41719651429986,-16.1000840463953,NA,NA,NA,2.52690094900691,0.0364152540912609,NA,NA,NA,NA
"GAOV",84,11,7,"No","Unavg",0.1186442323112,-15.2832438004212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",84,21,21,"No","Unavg",0.189249319403162,0.286386365379039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",84,20,45,"No","Unavg",0.0998718465683536,-4.05930607088108,NA,NA,0.921678879015947,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",84,17,22,"No","Unavg",0.0566284461253012,-4.65440409649716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",84,12,11,"No","Unavg",0.0755330045397824,-2.37938270118587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",84,17,8,"No","Unavg",0.176339618264089,-4.54730802223814,-69.9867943841659,-23.3009903099419,-2.80786495266576,-52.6770347352464,NA,NA,NA,NA,NA,NA,NA
"LIBO",84,48,65,"No","Unavg",0.20668160255754,-5.3334535855313,NA,NA,0.422374655269097,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",84,61,53,"No","Unavg",0.251355013579807,-4.0577065245483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",84,26,16,"No","Unavg",0.0214639666803735,-4.82920012841466,NA,NA,-0.513946736330981,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",84,29,16,"No","Unavg",0.120398057382495,-1.23568856299089,NA,NA,-0.657318435172226,NA,NA,NA,NA,NA,NA,NA,NA
"PAMY",84,127,110,"Yes","Unavg",0.0510927391303285,-0.714093014160353,-12.8081890906617,-10.6416714202714,NA,NA,NA,0.563490112102498,-0.309034442207698,NA,NA,NA,NA
"POMU",84,20,12,"No","Unavg",0.186375737342343,0.233112575867832,NA,NA,-0.573299703997923,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",84,47,21,"No","Unavg",0.103888179821583,-2.7095513949513,NA,NA,-2.03365563601454,NA,NA,NA,NA,NA,NA,NA,NA
"RULA",84,18,13,"No","Unavg",0.18127975383705,-23.305220896692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",84,33,18,"No","Unavg",0.115749871535476,-5.49454389127521,NA,NA,-0.670913644235946,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",84,23,20,"No","Unavg",0.0392481485720186,-7.04735037220056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",84,15,20,"No","Unavg",0.0512552811943795,-2.1786984284233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",84,48,20,"No","Unavg",0.160120128712889,-10.9080411907332,NA,NA,-1.02561262015619,NA,NA,NA,NA,NA,NA,NA,NA
"SPBE",84,17,32,"No","Unavg",0.114057402801362,-3.81164128898299,NA,NA,0.707479591498549,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",84,34,38,"No","Unavg",0.047647134566101,-1.48757387366212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",84,10,25,"No","Unavg",0.2075073578836,-5.02297043291519,NA,NA,2.10261398367514,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",84,95,113,"Yes","Unavg",0.101154077130867,-1.2662872376652,11.8351404171409,-23.0981914718061,NA,NA,NA,-1.59714202148812,0.346464325486478,51.2682736872315,-10.1352711877569,NA,NA
"VASI",84,24,27,"No","Unavg",0.174367141995526,-11.0824178607455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",85,72,57,"No","Unavg",0.244390217431116,-2.26076331595063,NA,NA,-0.339561294396713,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",85,15,12,"No","Unavg",0.0587654374550093,-4.45968462192154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",85,10,21,"Yes","Unavg",0.146477150819934,-3.75247737232038,-16.3578136750889,-9.4178396691493,NA,NA,NA,2.71883792251374,-0.371160669952316,14.8127203309893,58.2535676690998,NA,NA
"AMAL",85,42,44,"No","Unavg",0.114197946831648,-3.01891100989322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",85,42,28,"Yes","Unavg",0.0482623987872984,-2.26729402443731,-21.0142400725167,-8.01020932641227,NA,NA,NA,0.322989777189884,-0.373292370242785,2.29181631508839,20.3868132881415,NA,NA
"ATFI",85,24,30,"No","Unavg",0.0762738109209938,-1.56818035262082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",85,32,27,"No","Unavg",0.380471728685814,-30.5718902648954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",85,33,20,"Yes","Unavg",0.0618463469588629,-2.48411773980146,-13.3856548442902,-14.1350363375019,NA,NA,NA,0.871996988367882,-0.824877862656043,NA,NA,NA,NA
"CEVE",85,26,22,"Yes","Unavg",0.133040732929793,-2.89662076558874,-13.0390714952377,-24.5990601152163,NA,NA,NA,2.14575088223286,-0.828123011603481,NA,NA,NA,NA
"CHUM",85,61,55,"No","Unavg",0.15507156773756,-3.75058509893032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUN",85,44,53,"No","Unavg",0.149495368146467,-7.66982788922394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",85,20,23,"No","Unavg",0.0991986769097463,-4.26252421293895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",85,18,28,"Yes","Unavg",0.0879527161028687,-3.08111871488845,-0.0895556336835723,-14.5200763739424,NA,NA,NA,2.35891380720556,0.0375850517571274,NA,NA,NA,NA
"GAOV",85,11,9,"No","Unavg",0.0968564715655931,-12.4878317113256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",85,21,22,"No","Unavg",0.194858591112597,-0.938993214910559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",85,20,40,"No","Unavg",0.0996708100025073,-3.81474856002071,NA,NA,0.78486216367618,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",85,17,23,"No","Unavg",0.0589402609085072,-4.67933819675054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",85,12,8,"No","Unavg",0.0536073624419826,-2.6917827915409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",85,17,9,"No","Unavg",0.155023722158418,-4.65530088526239,-72.1410987641906,-19.085719413086,-0.680455056311862,NA,NA,NA,NA,NA,NA,NA,NA
"LIBO",85,48,62,"No","Unavg",0.199336269803512,-5.06953187440395,NA,NA,0.353390150455544,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",85,61,56,"No","Unavg",0.25882557135478,-4.16845174845078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",85,26,13,"No","Unavg",0.0151480907398917,-2.57963390914451,NA,NA,-0.727534522869194,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",85,29,18,"No","Unavg",0.135308113419703,-0.47669435070513,NA,NA,-8.32304986576742,NA,NA,NA,NA,NA,NA,NA,NA
"PAMY",85,127,109,"Yes","Unavg",0.0484796866009984,-0.713255060054042,-12.3016919337154,-11.0864427496665,NA,NA,NA,0.323182052175518,-0.294019464054389,NA,NA,NA,NA
"POMU",85,20,10,"No","Unavg",0.20808481449043,0.457649845433319,NA,NA,-0.780407215037155,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",85,47,18,"No","Unavg",0.110974044054952,-2.62496851188143,NA,NA,-1.07912981167734,NA,NA,NA,NA,NA,NA,NA,NA
"RULA",85,18,11,"No","Unavg",0.192395852220584,-26.1544021046677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",85,33,21,"No","Unavg",0.10919639481143,-5.50215832232369,NA,NA,-0.502315121998417,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",85,23,26,"No","Unavg",0.0453715691533264,-7.28808904837213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",85,15,21,"No","Unavg",0.0533295653665332,-2.13429376874775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",85,48,23,"No","Unavg",0.144505288211413,-10.1500477595421,NA,NA,-0.86538480814994,NA,NA,NA,NA,NA,NA,NA,NA
"SPBE",85,17,30,"No","Unavg",0.109986519038613,-3.7214187439661,NA,NA,0.633332596394486,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",85,34,40,"No","Unavg",0.0430405808306286,-1.49612664472589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",85,10,25,"No","Unavg",0.214792718949529,-5.09456089117212,NA,NA,2.25971914571793,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",85,95,117,"Yes","Unavg",0.101746042336257,-1.25879047061798,11.7362555132172,-22.5710714283184,NA,NA,NA,-1.87445107070117,0.419062301341055,51.9194775956127,-8.16087156563406,NA,NA
"VASI",85,24,23,"No","Unavg",0.164358669927659,-11.1314479319741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",86,72,59,"No","Unavg",0.24712472070254,-2.54581804285183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",86,15,13,"No","Unavg",0.0542959473810514,-2.3675122438722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",86,10,22,"Yes","Unavg",0.1429306693151,-3.76391060064515,-16.79020610496,-10.2099852567981,NA,NA,NA,2.73492741654951,-0.210303998285653,15.223602363867,56.9149867383125,NA,NA
"AMAL",86,42,41,"No","Unavg",0.105969265048393,-3.01485732041218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",86,42,27,"Yes","Unavg",0.0500365887694144,-2.26565525410513,-20.9400067038127,-7.89011694738768,NA,NA,NA,0.321461795861998,-0.423567184424568,2.27834763916679,18.8079957078,NA,NA
"ATFI",86,24,29,"No","Unavg",0.0766775620284176,-1.58363164504718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",86,33,19,"Yes","Unavg",0.0597311897845998,-2.4956021221923,-12.8885258967964,-15.5682263456073,NA,NA,NA,0.665100526148912,-0.827002685025786,NA,NA,NA,NA
"CEVE",86,26,21,"Yes","Unavg",0.10748546031367,-2.86978126159758,-10.7973078270859,-23.9139723261984,NA,NA,NA,1.81814462535212,-0.736319758859659,NA,NA,NA,NA
"CHUM",86,61,46,"No","Unavg",0.153073562114422,-4.38937770432283,NA,NA,-0.358722639813228,NA,NA,NA,NA,NA,NA,NA,NA
"CLUN",86,44,51,"No","Unavg",0.148777077605904,-7.54918310474661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",86,20,24,"No","Unavg",0.107087207212336,-3.71031564384295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",86,18,27,"Yes","Unavg",0.0907178001866601,-3.08814158610582,-5.50480798492874,-14.2768160482023,NA,NA,NA,2.36010106712605,-0.0263536553296262,NA,NA,NA,NA
"GAOV",86,11,7,"No","Unavg",0.0872025759907458,-11.7539421079324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",86,21,20,"No","Unavg",0.192541498189018,-0.992870429823408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",86,20,38,"No","Unavg",0.0988913448498392,-4.36490651310718,NA,NA,0.725544800134424,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",86,17,26,"No","Unavg",0.0698042921403315,-5.24286457511448,NA,NA,0.466282956158262,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",86,12,11,"No","Unavg",0.0660610089995836,-2.45559390112149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",86,17,11,"No","Unavg",0.174227644068471,-4.54124634684638,-69.7719971669227,-23.1790948595873,-2.25848031164082,-47.9033365633615,NA,NA,NA,NA,NA,NA,NA
"LIBO",86,48,65,"No","Unavg",0.212280260539004,-5.25022847462874,NA,NA,0.424264164054995,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",86,61,60,"No","Unavg",0.262588853319721,-4.1895831827859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",86,26,14,"No","Unavg",0.0335673313660477,-5.52018156876155,NA,NA,-0.655632081920841,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",86,29,13,"No","Unavg",0.125016001869034,-1.24921956531482,NA,NA,-0.879228337367383,NA,NA,NA,NA,NA,NA,NA,NA
"PAMY",86,127,102,"Yes","Unavg",0.0538971238504352,-0.710143813662261,-11.5875943893656,-11.3082492869499,NA,NA,NA,0.691531898198106,-0.452961970470247,NA,NA,NA,NA
"POMU",86,20,8,"No","Unavg",0.204384225404753,0.338132444103491,NA,NA,-1.01594619318438,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",86,47,25,"No","Unavg",0.096882234951021,-2.55958648602502,NA,NA,-0.722003965729503,NA,NA,NA,NA,NA,NA,NA,NA
"RULA",86,18,11,"No","Unavg",0.185209072687995,-24.6755939509111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",86,33,19,"No","Unavg",0.107599623061516,-5.21754382988374,NA,NA,-0.610654381701079,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",86,23,23,"No","Unavg",0.0487589980994577,-7.67217401731919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",86,15,20,"No","Unavg",0.0567667492917585,-2.13357557490076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
